Frequency,Channel 1 Magnitude (dB),MAG,pha
10,0.02271742338762913,-49.67447571466067,0.06939326184993888
10.5925372517729,0.02264531386271992,-49.74937674822417,0.1892963083709631
11.22018454301963,0.02290362380495944,-49.76041719028231,-0.183687506284798
11.88502227437019,0.02268530763311188,-49.73387131481944,-0.167179499093649
12.58925411794166,0.02258372669331328,-49.69876778196807,0.1264837670152801
13.33521432163324,0.02248886710867147,-49.67258467266873,-0.03602874051770755
14.12537544622755,0.02262696020437444,-49.69470337775072,-0.07957996769911801
14.96235656094433,0.02256385586856054,-49.69779278857006,-0.03600125178620317
15.84893192461114,0.02258248252081832,-49.71874078024957,-0.2008980445288842
16.78804018122563,0.02259313440868484,-49.63872850422641,-0.04975678689566365
17.78279410038923,0.02256121399933312,-49.66313083402139,0.3368179764809156
18.83649089489802,0.02276520239450981,-49.72723690943391,-0.0620631442351538
19.95262314968883,0.02285416048360158,-49.73710416973772,-0.07535887479734527
21.13489039836643,0.02254839113860988,-49.70211471237282,-0.2536060156069482
22.38721138568342,0.02262748742278482,-49.71295853852723,0.09231356739017826
23.71373705661656,0.02244741189477596,-49.74516118470554,0.1134107767692498
25.11886431509577,0.0228341145694705,-49.68899390996508,-0.1274087062637648
26.60725059798808,0.02252436498694629,-49.67184671882909,-0.1325291510957669
28.18382931264455,0.02239071508898726,-49.73352989452823,-0.2481055712195896
29.85382618917957,0.02234872228631357,-49.73496908080247,-0.2025853160016462
31.6227766016838,0.0224660894151112,-49.69272576883021,-0.259604303675971
33.49654391578279,0.02251912618179249,-49.69967689921255,-0.1024842842471969
35.48133892335753,0.02268091111010564,-49.70577833551143,-0.09976062632162552
37.58374042884444,0.02277542647795884,-49.699987315343,0.248862560659262
39.81071705534969,0.02262084462507996,-49.69703423986112,-0.1376416592785574
42.16965034285822,0.02251755696867798,-49.71906292747004,0.5096170825212027
44.66835921509634,0.02233057089923335,-49.64497295821216,-0.9347583978842096
47.31512589614803,0.0230162608410735,-49.82726724599473,0.9889111526922534
50.11872336272725,0.02228637681843183,-49.62341483314106,-1.811407939730557
53.08844442309879,0.02300186120947308,-49.74158417298854,1.022319505354602
56.23413251903491,0.02205336537188127,-49.56608875692801,-0.9822735695123512
59.5662143529011,0.02293537856637089,-49.77405149852405,-0.2247460103551191
63.09573444801929,0.02239461305632505,-49.7170711847477,-0.09498906867543155
66.83439175686149,0.02247789857114598,-49.72812041814103,-0.158391960787684
70.79457843841388,0.02241682004174515,-49.69673963108231,-0.1467331392894735
74.98942093324558,0.0226827281436331,-49.71619084953868,-0.01639274996280449
79.43282347242805,0.02256231148214517,-49.6773119192705,-0.06624697041742245
84.13951416451965,0.02242398367777421,-49.72199398431425,-0.185802612032731
89.12509381337441,0.02259575442408688,-49.66080919098183,-0.1801718258411711
94.40608762859246,0.02254669458253931,-49.69667170286996,-0.2922922082288721
100,0.02236145987596695,-49.69905074687517,0.04775749809888907
105.9253725177289,0.02259683473460493,-49.68653603889965,-0.4099396073438308
112.2018454301963,0.02252553452992432,-49.66832266962838,-0.2240346741537849
118.8502227437018,0.02244674803359389,-49.62869142898214,-0.1571275694410303
125.8925411794166,0.02242473889229307,-49.74374648743914,-0.4792564694892292
133.3521432163324,0.02260273603455827,-49.69316029087604,-0.01300590660687817
141.2537544622754,0.02233568008193082,-49.67805457773213,-0.5732105373128036
149.6235656094433,0.02235121010806697,-49.70863605831681,-0.5256256027959125
158.4893192461114,0.02233446568306115,-49.69961517359367,-0.2348651176081162
167.8804018122561,0.02254236990775581,-49.72124353387738,-0.4542384789912148
177.8279410038923,0.02257906346577486,-49.75598312983875,-0.3602448230652868
188.36490894898,0.02252335719312963,-49.69196618211282,-0.7339288864879379
199.5262314968879,0.02268518800015009,-49.68864512584685,-0.6320529208569354
211.3489039836648,0.02275150772124343,-49.74042805409417,-0.5595141029473609
223.872113856834,0.02262096475133906,-49.72545344826209,-0.2984282606265793
237.1373705661655,0.02229531047082515,-49.76059485929356,-0.6027464743866773
251.1886431509582,0.02266712142233826,-49.7384538192096,-0.9779671214630845
266.0725059798808,0.02228363759288155,-49.74838529120048,-0.5616690642942856
281.8382931264455,0.02275606299723612,-49.76513908859754,-0.3950753265751814
298.5382618917957,0.02250609176498393,-49.70440157460786,-0.6477746482627253
316.227766016838,0.02227420113951964,-49.78968654224906,-0.6867688451984648
334.9654391578272,0.02222532049058906,-49.78036336229087,-0.9090884333216565
354.8133892335757,0.022100073149941,-49.79871348101621,-1.158212604525879
375.837404288444,0.02273896053238239,-49.76934669535575,-0.6180660657785566
398.1071705534977,0.02182384038810789,-49.75313205848379,-0.9733569358340617
421.6965034285822,0.02202043312197156,-49.78662326070167,-0.8651029485763218
446.6835921509635,0.02238132243795428,-49.74977610069861,-0.9905062359442809
473.1512589614803,0.02236188155861078,-49.81750426425228,-1.086790806959044
501.1872336272725,0.02267841714888169,-49.78162693653225,-1.571990647199165
530.8844442309879,0.02205157246292591,-49.76682557329249,-1.240151801640579
562.3413251903492,0.0222812187931832,-49.77089392525757,-1.571475754972628
595.6621435290103,0.02236093698410498,-49.88998784815085,-1.61843282032936
630.957344480193,0.02233826548200699,-49.79636679151287,-1.12945057918229
668.3439175686149,0.0222971416973297,-49.84333174814076,-1.926884880574832
707.9457843841381,0.02199356769182512,-49.93664765574906,-2.0615349399209
749.8942093324558,0.02212674907874,-49.90377053688118,-1.77093629509838
794.3282347242813,0.02189439728062741,-49.98160469570132,-2.112309354748064
841.3951416451947,0.02181869110476778,-50.02780577953227,-2.212989096257104
891.2509381337459,0.02203130086581106,-50.00599590820329,-1.628573701948284
944.0608762859235,0.02331549758956393,-49.93553673682784,-2.278684600551003
1000,0.02202029736780278,-50.21758594476924,-1.859131599380603
1059.25372517729,0.02165683652175279,-50.22003033941922,-2.338935746051462
1122.018454301963,0.02179202466669227,-50.30139063690356,-3.358828628305801
1188.502227437019,0.02215763205970401,-50.29490485541564,-2.631952393304076
1258.925411794166,0.02146820655674959,-50.37470902237502,-2.639000967646516
1333.521432163324,0.02169329674023161,-50.41942234317669,-2.661176918049577
1412.537544622753,0.02228058192252223,-50.57238792663826,-3.107470076971723
1496.235656094434,0.02151440206108449,-50.57090571563786,-3.90640166456712
1584.893192461113,0.02218017197693736,-50.78251745101224,-4.145069510369318
1678.804018122562,0.02089506265529596,-50.93270419574822,-3.57364238594738
1778.279410038923,0.02258578929734182,-51.00955511427475,-4.316773883929919
1883.649089489802,0.02185345002482944,-51.23224771133256,-4.095191973759199
1995.262314968879,0.02199311638314414,-51.43903992227207,-5.277326228717328
2113.489039836647,0.02150205483903249,-51.70842977534298,-4.280880952763169
2238.721138568338,0.02247209140543445,-51.99015673389965,-6.259739291371716
2371.373705661656,0.02266391947955824,-52.35970257464486,-5.198610338549443
2511.886431509579,0.02284607917231791,-52.60243728637349,-5.405995435882673
2660.725059798808,0.02299015222513602,-53.11851084627871,-6.431913603086315
2818.382931264455,0.02259464227334686,-53.4478956448465,-5.85845252702839
2985.38261891796,0.02178733996673877,-54.04196869354351,-6.426669385748443
3162.277660168379,0.02201483007100753,-54.88661493220774,-6.383945897469772
3349.654391578276,0.0232122478527364,-55.73353634777191,-6.884207066684169
3548.133892335753,0.02261050693119929,-56.84735747004158,-5.382840529902921
3758.374042884443,0.02291380010985008,-58.05257608337863,-4.344298173536728
3981.071705534973,0.02262905940530292,-59.69989841763618,-3.25395128343574
4216.965034285823,0.0241831037345051,-62.14688247930417,-2.471105283739774
4466.835921509635,0.02395297565023286,-65.36428711176373,4.004033163673114
4731.512589614807,0.02469664271886345,-71.27300862934634,15.21642456773131
